;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.03988
1-2-3-5-4;0.03988
1-2-4-3-5;0.03997
1-2-5-3-4;0.03997
1-2-4-5-3;0.03994
1-2-5-4-3;0.03994
1-3-2-4-5;0.04017
1-3-2-5-4;0.04017
1-4-2-3-5;0.04003
1-5-2-3-4;0.04003
1-4-2-5-3;0.04007
1-5-2-4-3;0.04007
1-3-4-2-5;0.04001
1-3-5-2-4;0.04001
1-4-3-2-5;0.03994
1-5-3-2-4;0.03994
1-4-5-2-3;0.03995
1-5-4-2-3;0.03995
1-3-4-5-2;0.03987
1-3-5-4-2;0.03987
1-4-3-5-2;0.03993
1-5-3-4-2;0.03993
1-4-5-3-2;0.03984
1-5-4-3-2;0.03984
2-1-3-4-5;0.03991
2-1-3-5-4;0.03991
2-1-4-3-5;0.04000
2-1-5-3-4;0.04000
2-1-4-5-3;0.04000
2-1-5-4-3;0.04000
3-1-2-4-5;0.04007
3-1-2-5-4;0.04007
4-1-2-3-5;0.04011
5-1-2-3-4;0.04011
4-1-2-5-3;0.04000
5-1-2-4-3;0.04000
3-1-4-2-5;0.04009
3-1-5-2-4;0.04009
4-1-3-2-5;0.04001
5-1-3-2-4;0.04001
4-1-5-2-3;0.04006
5-1-4-2-3;0.04006
3-1-4-5-2;0.03999
3-1-5-4-2;0.03999
4-1-3-5-2;0.04019
5-1-3-4-2;0.04019
4-1-5-3-2;0.04012
5-1-4-3-2;0.04012
2-3-1-4-5;0.03997
2-3-1-5-4;0.03997
2-4-1-3-5;0.03978
2-5-1-3-4;0.03978
2-4-1-5-3;0.03985
2-5-1-4-3;0.03985
3-2-1-4-5;0.03999
3-2-1-5-4;0.03999
4-2-1-3-5;0.04001
5-2-1-3-4;0.04001
4-2-1-5-3;0.03992
5-2-1-4-3;0.03992
3-4-1-2-5;0.03975
3-5-1-2-4;0.03975
4-3-1-2-5;0.03991
5-3-1-2-4;0.03991
4-5-1-2-3;0.03971
5-4-1-2-3;0.03971
3-4-1-5-2;0.03986
3-5-1-4-2;0.03986
4-3-1-5-2;0.03984
5-3-1-4-2;0.03984
4-5-1-3-2;0.03970
5-4-1-3-2;0.03970
2-3-4-1-5;0.03966
2-3-5-1-4;0.03966
2-4-3-1-5;0.03959
2-5-3-1-4;0.03959
2-4-5-1-3;0.03959
2-5-4-1-3;0.03959
3-2-4-1-5;0.03980
3-2-5-1-4;0.03980
4-2-3-1-5;0.03980
5-2-3-1-4;0.03980
4-2-5-1-3;0.03977
5-2-4-1-3;0.03977
3-4-2-1-5;0.03983
3-5-2-1-4;0.03983
4-3-2-1-5;0.03995
5-3-2-1-4;0.03995
4-5-2-1-3;0.03978
5-4-2-1-3;0.03978
3-4-5-1-2;0.03954
3-5-4-1-2;0.03954
4-3-5-1-2;0.03957
5-3-4-1-2;0.03957
4-5-3-1-2;0.03976
5-4-3-1-2;0.03976
2-3-4-5-1;0.03983
2-3-5-4-1;0.03983
2-4-3-5-1;0.03979
2-5-3-4-1;0.03979
2-4-5-3-1;0.03971
2-5-4-3-1;0.03971
3-2-4-5-1;0.03994
3-2-5-4-1;0.03994
4-2-3-5-1;0.04005
5-2-3-4-1;0.04005
4-2-5-3-1;0.03998
5-2-4-3-1;0.03998
3-4-2-5-1;0.03992
3-5-2-4-1;0.03992
4-3-2-5-1;0.03990
5-3-2-4-1;0.03990
4-5-2-3-1;0.03977
5-4-2-3-1;0.03977
3-4-5-2-1;0.03975
3-5-4-2-1;0.03975
4-3-5-2-1;0.03978
5-3-4-2-1;0.03978
4-5-3-2-1;0.03997
5-4-3-2-1;0.03997
